0,0
1,1
2,1
3,0
4,1
5,1
6,0
7,1
8,1
9,1
10,1
11,0
12,1
13,1
14,0
15,1
16,1
17,0
18,0
19,1
20,1
21,0
22,1
23,0
24,0
25,0
26,1
27,0
28,1
29,1
30,1
31,0
32,1
33,1
34,1
35,0
36,0
37,0
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,1
59,1
60,1
61,0
62,0
63,0
64,0
65,0
66,1
67,1
68,0
69,1
70,0
71,0
72,1
73,1
74,1
75,0
76,1
77,1
78,0
79,0
80,0
81,0
82,1
83,0
84,1
85,1
86,1
87,0
88,1
89,1
90,0
91,1
92,1
93,1
94,1
95,0
96,1
97,0
98,1
99,0
100,1
101,0
102,1
103,0
104,0
105,1
106,0
107,0
108,1
109,0
110,1
111,0
112,1
113,0
114,0
115,0
116,0
117,0
118,1
119,1
120,0
121,1
122,1
123,1
124,1
125,0
126,0
127,0
128,1
129,1
130,1
131,0
132,1
133,1
134,0
135,0
136,0
137,1
138,0
139,0
140,1
141,1
142,0
143,1
144,0
145,1
146,0
147,1
148,1
149,0
150,0
151,0
152,1
153,0
154,0
155,1
156,1
157,1
158,1
159,0
160,1
161,0
162,1
163,0
164,0
165,1
166,1
167,0
168,0
169,1
170,0
171,0
172,1
173,0
174,0
175,1
176,1
177,0
178,0
179,0
180,0
181,0
182,1
183,1
184,1
185,1
186,0
187,1
188,0
189,1
190,0
191,0
192,1
193,0
194,0
195,1
196,0
197,0
198,1
199,1
200,1
201,1
202,1
203,0
204,0
205,1
206,1
207,1
208,1
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,0
218,0
219,1
220,0
221,0
222,1
223,0
224,1
225,0
226,1
227,0
228,1
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,1
238,0
239,1
240,1
241,1
242,0
243,1
244,1
245,1
246,0
247,1
248,0
249,0
250,0
251,1
252,0
253,0
254,0
255,1
256,0
257,1
258,1
259,1
260,0
261,1
262,1
263,0
264,0
265,0
266,1
267,0
268,1
269,1
270,1
271,0
272,1
273,1
274,1
275,1
276,0
277,0
278,1
279,0
280,1
281,0
282,0
283,1
284,1
285,0
286,0
287,1
288,0
289,1
290,1
291,1
292,1
293,1
294,0
295,1
296,0
297,0
298,1
299,0
300,0
301,0
302,0
303,0
304,1
305,1
306,0
307,1
308,1
309,0
310,1
311,0
312,0
313,1
314,0
315,1
316,1
317,1
318,0
319,1
320,1
321,0
322,0
323,0
324,1
325,0
326,1
327,1
328,1
329,1
330,1
331,0
332,0
333,0
334,1
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,1
343,1
344,0
345,0
346,0
347,1
348,1
349,1
350,0
351,0
352,0
353,0
354,1
355,1
356,0
357,1
358,0
359,0
360,1
361,0
362,1
363,0
364,1
365,1
366,0
367,0
368,0
369,0
370,0
371,1
372,0
373,1
374,0
375,1
376,1
377,0
378,1
379,1
380,0
381,0
382,1
383,0
384,0
385,1
386,0
387,1
388,1
389,1
390,0
391,1
392,1
393,0
394,0
395,0
396,0
397,1
398,1
399,0
400,0
401,1
402,1
403,0
404,1
405,0
406,1
407,0
408,0
409,1
410,1
411,0
412,0
413,0
414,1
415,1
416,0
417,0
418,1
419,0
420,0
421,0
422,1
423,1
424,1
425,0
426,1
427,0
428,1
429,1
430,0
431,1
432,1
433,1
434,0
435,1
436,1
437,1
438,0
439,1
440,0
441,0
442,1
443,0
444,1
445,0
446,0
447,0
448,0
449,0
450,1
451,1
452,1
453,1
454,0
455,1
456,0
457,1
458,0
459,0
460,1
461,0
462,0
463,1
464,1
465,1
466,0
467,1
468,0
469,0
470,0
471,1
472,1
473,1
474,1
475,1
476,1
477,0
478,0
479,0
480,0
481,1
482,0
483,1
484,1
485,0
486,1
487,1
488,1
489,1
490,1
491,0
492,1
493,1
494,0
495,1
496,0
497,0
498,0
499,1
500,1
501,1
502,1
503,1
504,0
505,0
506,1
507,0
508,1
509,0
510,1
511,1
512,1
513,1
514,0
515,1
516,1
517,0
518,0
519,1
520,0
521,0
522,1
523,1
524,0
525,1
526,0
527,1
528,1
529,0
530,1
531,0
532,0
533,0
534,1
535,1
536,0
537,0
538,0
539,1
540,1
541,0
542,1
543,0
544,1
545,0
546,1
547,1
548,0
549,1
550,0
551,0
552,0
553,1
554,1
555,0
556,1
557,1
558,0
559,0
560,1
561,0
562,0
563,0
564,1
565,1
566,1
567,0
568,0
569,1
570,0
571,0
572,0
573,0
574,1
575,0
576,1
577,0
578,1
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,0
590,0
591,0
592,1
593,0
594,0
595,1
596,1
597,1
598,0
599,0
600,0
601,1
602,1
603,0
604,0
605,0
606,1
607,1
608,1
609,0
610,1
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,0
619,0
620,1
621,0
622,1
623,0
624,1
625,0
626,1
627,0
628,0
629,0
630,1
631,0
632,0
633,0
634,1
635,0
636,1
637,0
638,1
639,1
640,1
641,0
642,0
643,0
644,0
645,0
646,1
647,0
648,1
649,0
650,1
651,0
652,0
653,0
654,1
655,1
656,0
657,0
658,1
659,1
660,0
661,1
662,0
663,1
664,1
665,1
666,0
667,1
668,0
669,0
670,0
671,0
672,1
673,0
674,1
675,1
676,1
677,1
678,0
679,1
680,1
681,0
682,1
683,1
684,0
685,0
686,0
687,1
688,0
689,1
690,1
691,1
692,0
693,0
694,1
695,1
696,0
697,0
698,0
699,0
700,0
701,1
702,0
703,0
704,0
705,1
706,1
707,0
708,0
709,1
710,0
711,1
712,0
713,1
714,0
715,0
716,1
717,1
718,1
719,0
720,0
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,0
729,1
730,1
731,1
732,1
733,0
734,0
735,0
736,1
737,0
738,0
739,0
740,0
741,1
742,0
743,1
744,1
745,0
746,1
747,0
748,0
749,1
750,0
751,0
752,1
753,1
754,1
755,1
756,0
757,1
758,0
759,1
760,0
761,1
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,1
771,1
772,1
773,0
774,1
775,1
776,0
777,0
778,0
779,0
780,0
781,1
782,1
783,1
784,1
785,0
786,0
787,0
788,0
789,1
790,1
791,1
792,0
793,1
794,0
795,1
796,1
797,1
798,1
799,1
800,0
801,0
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,0
812,1
813,1
814,1
815,0
816,0
817,0
818,1
819,0
820,0
821,1
822,1
823,1
824,0
825,0
826,1
827,0
828,0
829,1
830,1
831,1
832,0
833,1
834,0
835,0
836,0
837,1
838,0
839,1
840,0
841,0
842,0
843,0
844,1
845,0
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,0
854,1
855,1
856,1
857,0
858,0
859,1
860,0
861,0
862,1
863,0
864,0
865,0
866,0
867,0
868,1
869,1
870,1
871,0
872,1
873,0
874,0
875,1
876,1
877,1
878,1
879,0
880,0
881,1
882,1
883,1
884,1
885,1
886,1
887,0
888,0
889,0
890,1
891,1
892,0
893,0
894,1
895,1
896,0
897,1
898,1
899,1
900,0
901,0
902,0
903,0
904,0
905,1
906,1
907,1
908,1
909,1
910,0
911,0
912,1
913,0
914,0
915,1
916,0
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,0
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,0
933,0
934,1
935,0
936,0
937,1
938,0
939,0
940,1
941,0
942,0
943,0
944,1
945,1
946,0
947,0
948,1
949,1
950,1
951,1
952,1
953,0
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,1
962,1
963,1
964,0
965,1
966,1
967,0
968,0
969,1
970,0
971,0
972,1
973,0
974,0
975,1
976,1
977,1
978,1
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,0
987,1
988,0
989,0
990,1
991,0
992,1
993,0
994,1
995,0
996,1
997,0
998,1
999,0
1000,0
1001,1
1002,1
1003,0
1004,1
1005,1
1006,1
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,1
1014,0
1015,1
1016,1
1017,1
1018,0
1019,0
1020,1
1021,1
1022,1
1023,0
1024,1
1025,0
1026,0
1027,1
1028,1
1029,1
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,1
1038,1
1039,0
1040,1
1041,0
1042,1
1043,0
1044,0
1045,1
1046,1
1047,1
1048,1
1049,0
1050,1
1051,0
1052,0
1053,1
1054,1
1055,0
1056,1
1057,1
1058,0
1059,0
1060,0
1061,0
